contract_id;Business Name;Unit Code;Start;end;qty;tarif;thbl
TJC/2301/0246;A0322;TA/03/22;260;264;4;67400;2023-10
TJC/2301/0247;A0323;TA/03/23;455;458;3;54800;2023-10
TJC/2301/0248;A0324;TA/03/24;713;719;6;92600;2023-10
TJC/2301/0249;A0325;TA/03/25;601;605;4;67400;2023-10
TJC/2301/0250;A0326;TA/03/26;202;205;3;54800;2023-10
TJC/2301/0251;A0327;TA/03/27;981;989;8;117800;2023-10
TJC/2301/0252;A0328;TA/03/28;524;524;0;17000;2023-10
TJC/2301/0254;A0329;TA/03/29;"2.797,00";"2.798,00";1;29600;2023-10
TJC/2301/0238;A0312;TA/03/12;90;90;0;17000;2023-10
TJC/2301/0163;A0118;TA/01/18;603;604;1;29600;2023-10
TJC/2301/0237;A0311;TA/03/11;574;574;0;17000;2023-10
TJC/2301/0235;A0309;TA/03/09;"1.163,00";"1.166,00";3;54800;2023-10
TJC/2301/0212;A0226;TA/02/26;442;445;3;54800;2023-10
TJC/2301/0214;A0227;TA/02/27;578;584;6;92600;2023-10
TJC/2301/0215;A0228;TA/02/28;174;174;0;17000;2023-10
TJC/2301/0217;A0229;TA/02/29;532;532;0;17000;2023-10
TJC/2301/0219;A0230;TA/02/30;906;912;6;92600;2023-10
TJC/2301/0221;A0231;TA/02/31;738;738;0;17000;2023-10
TJC/2301/0222;A0232;TA/02/32;141;141;0;17000;2023-10
TJC/2301/0224;A0233;TA/02/33;132;132;0;17000;2023-10
TJC/2301/0225;A0234;TA/02/34;25;25;0;17000;2023-10
TJC/2301/0226;A0301;TA/03/01;812;815;3;54800;2023-10
TJC/2301/0227;A0302;TA/03/02;892;902;10;143000;2023-10
TJC/2301/0229;A0305;TA/03/05;154;154;0;17000;2023-10
TJC/2301/0230;A0306;TA/03/06;468;475;7;105200;2023-10
TJC/2301/0231;TA/03/07;TA/03/07;141;154;13;180800;2023-10
TJC/2301/0233;A0308;TA/03/08;787;788;1;29600;2023-10
TJC/2301/0236;A0310;TA/03/10;423;424;1;29600;2023-10
TJC/2301/0162;A0117;TA/01/17;385;386;1;29600;2023-10
TJC/2301/0161;A0116;TA/01/16;"1.165,00";"1.173,00";8;117800;2023-10
TJC/2301/0159;A0115;TA/01/15;241;251;10;143000;2023-10
TJC/2301/1588;B2211;TB/22/11;263;270;7;105200;2023-10
TJC/2301/0015;KO/A/10;KO/A/10;0;0;0;17000;2023-10
TJC/2301/0256;A0330;TA/03/30;700;700;0;17000;2023-10
TJC/2301/0143;A0101;TA/01/01;852;854;2;42200;2023-10
TJC/2301/0144;A0102;TA/01/02;319;325;6;92600;2023-10
TJC/2301/0145;A0103;TA/01/03;257;257;0;17000;2023-10
TJC/2301/0146;A0105;TA/01/05;179;179;0;17000;2023-10
TJC/2301/0149;A0106;TA/01/06;424;428;4;67400;2023-10
TJC/2301/0151;A0107;TA/01/07;422;425;3;54800;2023-10
TJC/2301/0152;A0108;TA/01/08;512;514;2;42200;2023-10
TJC/2301/0153;A0109;TA/01/09;401;406;5;80000;2023-10
TJC/2301/0154;A0110;TA/01/10;231;232;1;29600;2023-10
TJC/2301/0156;A0111;TA/01/11;346;351;5;80000;2023-10
TJC/2301/0158;A0112;TA/01/12;119;119;0;17000;2023-10
TJC/2301/0822;A2127;TA/21/27;980;986;6;92600;2023-10
TJC/2301/0257;A0331;TA/03/31;35;35;0;17000;2023-10
TJC/2301/0259;A0333;TA/03/33;376;380;4;67400;2023-10
TJC/2301/0373;A0805;TA/08/05;453;454;1;29600;2023-10
TJC/2301/0374;A0806;TA/08/06;674;684;10;143000;2023-10
TJC/2301/0375;A0807;TA/08/07;568;577;9;130400;2023-10
TJC/2301/0377;A0808;TA/08/08;631;637;6;92600;2023-10
TJC/2301/0378;A0809;TA/08/09;276;288;12;168200;2023-10
TJC/2301/0379;A0810;TA/08/10;12;12;0;17000;2023-10
TJC/2301/0372;A0803;TA/08/03;314;320;6;92600;2023-10
TJC/2301/0380;A0811;TA/08/11;552;553;1;29600;2023-10
TJC/2301/0383;A0815;TA/08/15;1;1;0;17000;2023-10
TJC/2301/0384;TA/08/16;TA/08/16;632;636;4;67400;2023-10
TJC/2301/0385;A0817;TA/08/17;307;307;0;17000;2023-10
TJC/2301/0386;A0818;TA/08/18;37;37;0;17000;2023-10
TJC/2301/0387;A0819;TA/08/19;324;324;0;17000;2023-10
TJC/2301/0388;A0820;TA/08/20;862;863;1;29600;2023-10
TJC/2301/0382;A0812;TA/08/12;523;528;5;80000;2023-10
TJC/2301/0371;A0802;TA/08/02;153;154;1;29600;2023-10
TJC/2301/0370;A0801;TA/08/01;88;90;2;42200;2023-10
TJC/2301/0369;A0734;TA/07/34;169;169;0;17000;2023-10
TJC/2301/0353;A0719;TA/07/19;33;33;0;17000;2023-10
TJC/2301/0354;A0720;TA/07/20;50;50;0;17000;2023-10
TJC/2301/0355;A0721;TA/07/21;271;274;3;54800;2023-10
TJC/2301/0356;A0722;TA/07/22;56;59;3;54800;2023-10
TJC/2301/0357;TA/07/23;TA/07/23;5;5;0;17000;2023-10
TJC/2301/0358;A0724;TA/07/24;5;5;0;17000;2023-10
TJC/2301/0359;A0725;TA/07/25;16;16;0;17000;2023-10
TJC/2301/0360;A0726;TA/07/26;29;29;0;17000;2023-10
TJC/2301/0361;A0727;TA/07/27;941;948;7;105200;2023-10
TJC/2301/0362;A0728;TA/07/28;305;305;0;17000;2023-10
TJC/2301/0363;A0729;TA/07/29;215;219;4;67400;2023-10
TJC/2301/0364;A0730;TA/07/30;917;921;4;67400;2023-10
TJC/2301/0365;A0731;TA/07/31;"1.556,00";"1.561,00";5;80000;2023-10
TJC/2301/0367;A0732;TA/07/32;402;409;7;105200;2023-10
TJC/2301/0368;A0733;TA/07/33;893;899;6;92600;2023-10
TJC/2301/0389;A0821;TA/08/21;253;253;0;17000;2023-10
TJC/2301/0390;A0822;TA/08/22;268;283;15;206000;2023-10
TJC/2301/0391;A0823;TA/08/23;320;328;8;117800;2023-10
TJC/2301/0392;A0824;TA/08/24;"1.701,00";"1.704,00";3;54800;2023-10
TJC/2301/0422;A0911;TA/09/11;861;874;13;180800;2023-10
TJC/2301/0423;A0912;TA/09/12;38;41;3;54800;2023-10
TJC/2301/0424;A0915;TA/09/15;511;512;1;29600;2023-10
TJC/2301/0425;A0916;TA/09/16;89;89;0;17000;2023-10
TJC/2301/0427;A0917;TA/09/17;729;743;14;193400;2023-10
TJC/2301/0429;A0918;TA/09/18;309;309;0;17000;2023-10
TJC/2301/0430;A0919;TA/09/19;19;19;0;17000;2023-10
TJC/2301/0432;A0920;TA/09/20;713;714;1;29600;2023-10
TJC/2301/0433;A0921;TA/09/21;257;257;0;17000;2023-10
TJC/2301/0434;A0923;TA/09/23;0;0;0;17000;2023-10
TJC/2301/0435;A0924;TA/09/24;433;441;8;117800;2023-10
TJC/2301/0436;A0925;TA/09/25;663;669;6;92600;2023-10
TJC/2301/0437;A0926;TA/09/26;398;403;5;80000;2023-10
TJC/2301/0438;A0927;TA/09/27;76;76;0;17000;2023-10
TJC/2301/0439;A0928;TA/09/28;1;1;0;17000;2023-10
TJC/2301/0421;A0910;TA/09/10;447;731;284;3595400;2023-10
TJC/2301/0352;A0718;TA/07/18;8;8;0;17000;2023-10
TJC/2301/0419;A0909;TA/09/09;177;182;5;80000;2023-10
TJC/2301/0417;A0907;TA/09/07;806;811;5;80000;2023-10
TJC/2301/0394;A0825;TA/08/25;286;292;6;92600;2023-10
TJC/2301/0396;A0826;TA/08/26;835;843;8;117800;2023-10
TJC/2301/0397;A0827;TA/08/27;637;644;7;105200;2023-10
TJC/2301/0399;A0828;TA/08/28;118;118;0;17000;2023-10
TJC/2301/0400;A0829;TA/08/29;164;167;3;54800;2023-10
TJC/2301/0401;A0830;TA/08/30;125;125;0;17000;2023-10
TJC/2301/0403;A0831;TA/08/31;801;814;13;180800;2023-10
TJC/2301/0405;A0832;TA/08/32;119;127;8;117800;2023-10
TJC/2301/0406;A0833;TA/08/33;1;1;0;17000;2023-10
TJC/2301/0407;A0834;TA/08/34;291;292;1;29600;2023-10
TJC/2301/0409;A0901;TA/09/01;"1.422,00";"1.428,00";6;92600;2023-10
TJC/2301/0411;A0902;TA/09/02;372;376;4;67400;2023-10
TJC/2301/0412;A0903;TA/09/03;482;492;10;143000;2023-10
TJC/2301/0413;A0905;TA/09/05;131;131;0;17000;2023-10
TJC/2301/0416;A0906;TA/09/06;301;301;0;17000;2023-10
TJC/2301/0418;A0908;TA/09/08;664;666;2;42200;2023-10
TJC/2301/0351;A0717;TA/07/17;1;1;0;17000;2023-10
TJC/2301/0350;A0716;TA/07/16;664;664;0;17000;2023-10
TJC/2301/0349;A0715;TA/07/15;340;345;5;80000;2023-10
TJC/2301/0283;A0522;TA/05/22;991;998;7;105200;2023-10
TJC/2301/0284;A0523;TA/05/23;472;472;0;17000;2023-10
TJC/2301/0286;A0524;TA/05/24;"1.101,00";"1.104,00";3;54800;2023-10
TJC/2301/0287;A0525;TA/05/25;363;365;2;42200;2023-10
TJC/2301/0291;A0526;TA/05/26;698;705;7;105200;2023-10
TJC/2301/0292;A0527;TA/05/27;119;119;0;17000;2023-10
TJC/2301/0293;A0528;TA/05/28;52;52;0;17000;2023-10
TJC/2301/0294;A0529;TA/05/29;489;495;6;92600;2023-10
TJC/2301/0295;A0530;TA/05/30;"1.119,00";"1.127,00";8;117800;2023-10
TJC/2301/0296;A0531;TA/05/31;613;622;9;130400;2023-10
TJC/2301/0297;A0532;TA/05/32;6;6;0;17000;2023-10
TJC/2301/0299;A0533;TA/05/33;375;375;0;17000;2023-10
TJC/2301/0300;A0534;TA/05/34;330;332;2;42200;2023-10
TJC/2301/0301;A0601;TA/06/01;98;101;3;54800;2023-10
TJC/2301/0302;A0602;TA/06/02;728;738;10;143000;2023-10
TJC/2301/0282;A0521;TA/05/21;764;771;7;105200;2023-10
TJC/2301/0303;TA/06/03;TA/06/03;93;93;0;17000;2023-10
TJC/2301/0281;A0520;TA/05/20;887;895;8;117800;2023-10
TJC/2301/0278;A0518;TA/05/18;583;583;0;17000;2023-10
TJC/2301/0260;A0334;TA/03/34;150;159;9;130400;2023-10
TJC/2301/0261;TA/05/01;TA/05/01;464;470;6;92600;2023-10
TJC/2301/0262;A0502;TA/05/02;628;629;1;29600;2023-10
TJC/2301/0263;A0503;TA/05/03;459;459;0;17000;2023-10
TJC/2301/0265;A0505;TA/05/05;792;804;12;168200;2023-10
TJC/2301/0266;A0506;TA/05/06;377;381;4;67400;2023-10
TJC/2301/0267;A0507;TA/05/07;498;500;2;42200;2023-10
TJC/2301/0269;A0508;TA/05/08;701;701;0;17000;2023-10
TJC/2301/0270;A0509;TA/05/09;254;255;1;29600;2023-10
TJC/2301/0271;A0510;TA/05/10;419;420;1;29600;2023-10
TJC/2301/0272;A0511;TA/05/11;"1.614,00";"1.616,00";2;42200;2023-10
TJC/2301/0273;A0512;TA/05/12;542;549;7;105200;2023-10
TJC/2301/0274;A0515;TA/05/15;158;158;0;17000;2023-10
TJC/2301/0275;A0516;TA/05/16;372;376;4;67400;2023-10
TJC/2301/0277;A0517;TA/05/17;590;594;4;67400;2023-10
TJC/2301/0280;A0519;TA/05/19;261;261;0;17000;2023-10
TJC/2301/0258;A0332;TA/03/32;"1.395,00";"1.397,00";2;42200;2023-10
TJC/2301/0304;A0605;TA/06/05;316;321;5;80000;2023-10
TJC/2301/0306;A0607;TA/06/07;263;265;2;42200;2023-10
TJC/2301/0332;A0629;TA/06/29;406;406;0;17000;2023-10
TJC/2301/0333;A0630;TA/06/30;744;754;10;143000;2023-10
TJC/2301/0334;A0631;TA/06/31;"1.073,00";"1.073,00";0;17000;2023-10
TJC/2301/0335;A0632;TA/06/32;136;136;0;17000;2023-10
TJC/2301/0336;A0633;TA/06/33;117;117;0;17000;2023-10
TJC/2301/0337;A0634;TA/06/34;365;366;1;29600;2023-10
TJC/2301/0338;A0701;TA/07/01;352;353;1;29600;2023-10
TJC/2301/0340;A0703;TA/07/03;1;1;0;17000;2023-10
TJC/2301/0342;A0705;TA/07/05;780;788;8;117800;2023-10
TJC/2301/0343;A0707;TA/07/07;666;669;3;54800;2023-10
TJC/2301/0344;A0708;TA/07/08;16;16;0;17000;2023-10
TJC/2301/0345;A0709;TA/07/09;92;98;6;92600;2023-10
TJC/2301/0346;A0710;TA/07/10;25;25;0;17000;2023-10
TJC/2301/0347;A0711;TA/07/11;625;629;4;67400;2023-10
TJC/2301/0348;A0712;TA/07/12;444;444;0;17000;2023-10
TJC/2301/0331;A0628;TA/06/28;52;52;0;17000;2023-10
TJC/2301/0305;A0606;TA/06/06;871;877;6;92600;2023-10
TJC/2301/0330;A0627;TA/06/27;379;379;0;17000;2023-10
TJC/2301/0327;A0625;TA/06/25;2;2;0;17000;2023-10
TJC/2301/0307;A0608;TA/06/08;252;252;0;17000;2023-10
TJC/2301/0308;A0609;TA/06/09;585;591;6;92600;2023-10
TJC/2301/0310;A0610;TA/06/10;397;406;9;130400;2023-10
TJC/2301/0312;A0611;TA/06/11;487;492;5;80000;2023-10
TJC/2301/0313;A0612;TA/06/12;531;537;6;92600;2023-10
TJC/2301/0315;A0615;TA/06/15;220;227;7;105200;2023-10
TJC/2301/0316;A0616;TA/06/16;"1.076,00";"1.077,00";1;29600;2023-10
TJC/2301/0319;A0617;TA/06/17;572;575;3;54800;2023-10
TJC/2301/0320;A0618;TA/06/18;11;11;0;17000;2023-10
TJC/2301/0321;A0619;TA/06/19;503;503;0;17000;2023-10
TJC/2301/0322;A0620;TA/06/20;750;758;8;117800;2023-10
TJC/2301/0323;A0621;TA/06/21;53;62;9;130400;2023-10
TJC/2301/0324;A0622;TA/06/22;857;857;0;17000;2023-10
TJC/2301/0325;A0623;TA/06/23;163;164;1;29600;2023-10
TJC/2301/0326;A0624;TA/06/24;964;976;12;168200;2023-10
TJC/2301/0329;A0626;TA/06/26;"1.271,00";"1.278,00";7;105200;2023-10
TJC/2301/0823;A2128;TA/21/28;24;24;0;17000;2023-10
TJC/2301/0443;A0932;TA/09/32;161;161;0;17000;2023-10
TJC/2301/0825;A2130;TA/21/30;140;140;0;17000;2023-10
TJC/2301/1334;B1511;TB/15/11;360;363;3;54800;2023-10
TJC/2301/1337;B1512;TB/15/12;545;550;5;80000;2023-10
TJC/2301/1339;B1515;TB/15/15;746;753;7;105200;2023-10
TJC/2301/1340;B1516;TB/15/16;35;36;1;29600;2023-10
TJC/2301/1341;B1517;TB/15/17;484;487;3;54800;2023-10
TJC/2301/1342;B1518;TB/15/18;"2.269,00";"2.275,00";6;92600;2023-10
TJC/2301/1332;B1510;TB/15/10;711;717;6;92600;2023-10
TJC/2301/1343;B1519;TB/15/19;4;4;0;17000;2023-10
TJC/2301/1345;B1521;TB/15/21;545;552;7;105200;2023-10
TJC/2301/1346;B1522;TB/15/22;309;321;12;168200;2023-10
TJC/2301/1347;B1523;TB/15/23;15;15;0;17000;2023-10
TJC/2301/1348;B1524;TB/15/24;413;413;0;17000;2023-10
TJC/2301/1349;B1525;TB/15/25;13;14;1;29600;2023-10
TJC/2301/1350;B1526;TB/15/26;339;341;2;42200;2023-10
TJC/2301/1344;B1520;TB/15/20;183;189;6;92600;2023-10
TJC/2301/1330;B1509;TB/15/09;271;277;6;92600;2023-10
TJC/2301/1328;B1508;TB/15/08;346;347;1;29600;2023-10
TJC/2301/1327;B1507;TB/15/07;288;288;0;17000;2023-10
TJC/2301/1310;B1223;TB/12/23;588;594;6;92600;2023-10
TJC/2301/1311;B1224;TB/12/24;8;14;6;92600;2023-10
TJC/2301/1312;B1225;TB/12/25;304;309;5;80000;2023-10
TJC/2301/1313;B1226;TB/12/26;39;41;2;42200;2023-10
TJC/2301/1314;B1227;TB/12/27;102;102;0;17000;2023-10
TJC/2301/1315;B1228;TB/12/28;517;523;6;92600;2023-10
TJC/2301/1316;B1229;TB/12/29;331;331;0;17000;2023-10
TJC/2301/1318;B1230;TB/12/30;614;614;0;17000;2023-10
TJC/2301/1320;B1231;TB/12/31;151;151;0;17000;2023-10
TJC/2301/1321;B1232;TB/12/32;887;887;0;17000;2023-10
TJC/2301/1322;B1233;TB/12/33;820;823;3;54800;2023-10
TJC/2301/1323;B1234;TB/12/34;154;161;7;105200;2023-10
TJC/2301/1324;B1501;TB/15/01;18;18;0;17000;2023-10
TJC/2301/1325;B1503;TB/15/03;0;0;0;17000;2023-10
TJC/2301/1326;B1505;TB/15/05;36;36;0;17000;2023-10
TJC/2301/1351;B1527;TB/15/27;201;204;3;54800;2023-10
TJC/2301/1353;B1528;TB/15/28;140;140;0;17000;2023-10
TJC/2301/1354;B1529;TB/15/29;777;787;10;143000;2023-10
TJC/2301/1355;B1530;TB/15/30;423;427;4;67400;2023-10
TJC/2301/1379;B1620;TB/16/20;644;650;6;92600;2023-10
TJC/2301/1383;B1622;TB/16/22;31;31;0;17000;2023-10
TJC/2301/1384;B1623;TB/16/23;38;44;6;92600;2023-10
TJC/2301/1385;B1624;TB/16/24;149;149;0;17000;2023-10
TJC/2301/1386;B1625;TB/16/25;247;249;2;42200;2023-10
TJC/2301/1388;B1626;TB/16/26;429;434;5;80000;2023-10
TJC/2301/1389;B1627;TB/16/27;"1.025,00";"1.025,00";0;17000;2023-10
TJC/2301/1390;B1628;TB/16/28;646;647;1;29600;2023-10
TJC/2301/1391;B1629;TB/16/29;442;442;0;17000;2023-10
TJC/2301/1392;B1630;TB/16/30;837;842;5;80000;2023-10
TJC/2301/1393;B1631;TB/16/31;816;816;0;17000;2023-10
TJC/2301/1394;B1632;TB/16/32;208;212;4;67400;2023-10
TJC/2301/1395;B1633;TB/16/33;0;0;0;17000;2023-10
TJC/2301/1396;B1634;TB/16/34;26;26;0;17000;2023-10
TJC/2301/1398;B1702;TB/17/02;75;75;0;17000;2023-10
TJC/2301/1378;B1619;TB/16/19;810;815;5;80000;2023-10
TJC/2301/1309;B1222;TB/12/22;273;273;0;17000;2023-10
TJC/2301/1377;B1618;TB/16/18;322;322;0;17000;2023-10
TJC/2301/1375;B1615;TB/16/15;648;655;7;105200;2023-10
TJC/2301/1356;B1531;TB/15/31;84;88;4;67400;2023-10
TJC/2301/1357;B1532;TB/15/32;21;21;0;17000;2023-10
TJC/2301/1358;B1533;TB/15/33;61;61;0;17000;2023-10
TJC/2301/1359;B1534;TB/15/34;840;846;6;92600;2023-10
TJC/2301/1360;B1601;TB/16/01;353;358;5;80000;2023-10
TJC/2301/1362;B1602;TB/16/02;822;834;12;168200;2023-10
TJC/2301/1364;B1603;TB/16/03;343;343;0;17000;2023-10
TJC/2301/1365;B1605;TB/16/05;3;3;0;17000;2023-10
TJC/2301/1366;B1606;TB/16/06;68;68;0;17000;2023-10
TJC/2301/1367;B1607;TB/16/07;44;44;0;17000;2023-10
TJC/2301/1368;B1608;TB/16/08;457;461;4;67400;2023-10
TJC/2301/1369;B1609;TB/16/09;471;473;2;42200;2023-10
TJC/2301/1370;B1610;TB/16/10;397;397;0;17000;2023-10
TJC/2301/1372;B1611;TB/16/11;442;446;4;67400;2023-10
TJC/2301/1374;B1612;TB/16/12;77;91;14;193400;2023-10
TJC/2301/1376;B1617;TB/16/17;118;118;0;17000;2023-10
TJC/2301/1308;B1221;TB/12/21;159;160;1;29600;2023-10
TJC/2301/1306;B1220;TB/12/20;322;322;0;17000;2023-10
TJC/2301/1305;B1219;TB/12/19;107;108;1;29600;2023-10
TJC/2301/1237;B1028;TB/10/28;530;541;11;155600;2023-10
TJC/2301/1238;B1029;TB/10/29;58;58;0;17000;2023-10
TJC/2301/1239;B1030;TB/10/30;296;296;0;17000;2023-10
TJC/2301/1241;B1031;TB/10/31;613;621;8;117800;2023-10
TJC/2301/1245;B1032;TB/10/32;36;36;0;17000;2023-10
TJC/2301/1246;B1033;TB/10/33;387;392;5;80000;2023-10
TJC/2301/1247;B1034;TB/10/34;55;66;11;155600;2023-10
TJC/2301/1248;B1101;TB/11/01;537;542;5;80000;2023-10
TJC/2301/1250;B1102;TB/11/02;"1.002,00";"1.008,00";6;92600;2023-10
TJC/2301/1251;B1103;TB/11/03;944;946;2;42200;2023-10
TJC/2301/1252;B1105;TB/11/05;526;534;8;117800;2023-10
TJC/2301/1253;B1106;TB/11/06;875;881;6;92600;2023-10
TJC/2301/1254;B1107;TB/11/07;559;564;5;80000;2023-10
TJC/2301/1255;B1108;TB/11/08;708;713;5;80000;2023-10
TJC/2301/1256;B1109;TB/11/09;646;652;6;92600;2023-10
TJC/2301/1235;B1027;TB/10/27;66;79;13;180800;2023-10
TJC/2301/1257;B1110;TB/11/10;912;919;7;105200;2023-10
TJC/2301/1234;B1026;TB/10/26;624;629;5;80000;2023-10
TJC/2301/1232;B1024;TB/10/24;"1.145,00";"1.153,00";8;117800;2023-10
TJC/2301/1213;B1007;TB/10/07;160;160;0;17000;2023-10
TJC/2301/1214;B1008;TB/10/08;148;148;0;17000;2023-10
TJC/2301/1216;B1009;TB/10/09;763;766;3;54800;2023-10
TJC/2301/1218;B1010;TB/10/10;431;438;7;105200;2023-10
TJC/2301/1219;B1011;TB/10/11;683;683;0;17000;2023-10
TJC/2301/1220;B1012;TB/10/12;6;6;0;17000;2023-10
TJC/2301/1221;B1015;TB/10/15;497;506;9;130400;2023-10
TJC/2301/1222;B1016;TB/10/16;6;6;0;17000;2023-10
TJC/2301/1223;B1017;TB/10/17;213;216;3;54800;2023-10
TJC/2301/1224;B1018;TB/10/18;66;66;0;17000;2023-10
TJC/2301/1225;B1019;TB/10/19;528;529;1;29600;2023-10
TJC/2301/1226;B1020;TB/10/20;796;810;14;193400;2023-10
TJC/2301/1227;B1021;TB/10/21;372;375;3;54800;2023-10
TJC/2301/1228;B1022;TB/10/22;535;542;7;105200;2023-10
TJC/2301/1230;B1023;TB/10/23;152;153;1;29600;2023-10
TJC/2301/1233;B1025;TB/10/25;208;213;5;80000;2023-10
TJC/2301/1399;B1703;TB/17/03;97;98;1;29600;2023-10
TJC/2301/1258;B1111;TB/11/11;444;450;6;92600;2023-10
TJC/2301/1261;B1115;TB/11/15;447;448;1;29600;2023-10
TJC/2301/1287;B1201;TB/12/01;510;516;6;92600;2023-10
TJC/2301/1288;B1202;TB/12/02;493;501;8;117800;2023-10
TJC/2301/1289;B1203;TB/12/03;390;396;6;92600;2023-10
TJC/2301/1290;B1205;TB/12/05;891;899;8;117800;2023-10
TJC/2301/1291;B1206;TB/12/06;3;3;0;17000;2023-10
TJC/2301/1292;B1207;TB/12/07;275;280;5;80000;2023-10
TJC/2301/1293;B1208;TB/12/08;4;4;0;17000;2023-10
TJC/2301/1294;B1209;TB/12/09;435;437;2;42200;2023-10
TJC/2301/1295;B1210;TB/12/10;615;628;13;180800;2023-10
TJC/2301/1297;B1211;TB/12/11;175;175;0;17000;2023-10
TJC/2301/1299;B1212;TB/12/12;276;277;1;29600;2023-10
TJC/2301/1300;B1215;TB/12/15;320;320;0;17000;2023-10
TJC/2301/1301;B1216;TB/12/16;1;1;0;17000;2023-10
TJC/2301/1302;B1217;TB/12/17;165;165;0;17000;2023-10
TJC/2301/1304;B1218;TB/12/18;532;532;0;17000;2023-10
TJC/2301/1285;B1134;TB/11/34;143;144;1;29600;2023-10
TJC/2301/1259;B1112;TB/11/12;467;472;5;80000;2023-10
TJC/2301/1283;B1133;TB/11/33;"1.067,00";"1.073,00";6;92600;2023-10
TJC/2301/1281;B1131;TB/11/31;657;662;5;80000;2023-10
TJC/2301/1262;B1116;TB/11/16;416;421;5;80000;2023-10
TJC/2301/1263;B1117;TB/11/17;713;722;9;130400;2023-10
TJC/2301/1264;B1118;TB/11/18;446;451;5;80000;2023-10
TJC/2301/1265;B1119;TB/11/19;222;226;4;67400;2023-10
TJC/2301/1266;B1120;TB/11/20;"1.133,00";"1.135,00";2;42200;2023-10
TJC/2301/1268;B1121;TB/11/21;288;299;11;155600;2023-10
TJC/2301/1269;B1122;TB/11/22;540;549;9;130400;2023-10
TJC/2301/1270;B1123;TB/11/23;524;529;5;80000;2023-10
TJC/2301/1271;B1124;TB/11/24;629;629;0;17000;2023-10
TJC/2301/1272;B1125;TB/11/25;152;152;0;17000;2023-10
TJC/2301/1275;B1126;TB/11/26;467;468;1;29600;2023-10
TJC/2301/1276;B1127;TB/11/27;"1.609,00";"1.623,00";14;193400;2023-10
TJC/2301/1277;B1128;TB/11/28;394;397;3;54800;2023-10
TJC/2301/1278;B1129;TB/11/29;242;243;1;29600;2023-10
TJC/2301/1280;B1130;TB/11/30;"1.496,00";"1.496,00";0;17000;2023-10
TJC/2301/1282;B1132;TB/11/32;117;117;0;17000;2023-10
TJC/2301/1212;B1005;TB/10/05;620;623;3;54800;2023-10
TJC/2301/1400;B1705;TB/17/05;761;765;4;67400;2023-10
TJC/2301/1402;B1707;TB/17/07;97;97;0;17000;2023-10
TJC/2301/1524;B2015;TB/20/15;345;356;11;155600;2023-10
TJC/2301/1525;B2016;TB/20/16;767;769;2;42200;2023-10
TJC/2301/1526;B2017;TB/20/17;166;166;0;17000;2023-10
TJC/2301/1527;B2018;TB/20/18;701;708;7;105200;2023-10
TJC/2301/1528;B2019;TB/20/19;2;2;0;17000;2023-10
TJC/2301/1530;B2020;TB/20/20;628;634;6;92600;2023-10
TJC/2301/1523;B2012;TB/20/12;486;488;2;42200;2023-10
TJC/2301/1531;B2021;TB/20/21;132;132;0;17000;2023-10
TJC/2301/1533;B2023;TB/20/23;501;504;3;54800;2023-10
TJC/2301/1534;B2024;TB/20/24;197;197;0;17000;2023-10
TJC/2301/1536;B2025;TB/20/25;951;954;3;54800;2023-10
TJC/2301/1537;B2026;TB/20/26;79;79;0;17000;2023-10
TJC/2301/1539;B2027;TB/20/27;882;882;0;17000;2023-10
TJC/2301/1541;B2028;TB/20/28;556;556;0;17000;2023-10
TJC/2301/1532;B2022;TB/20/22;49;49;0;17000;2023-10
TJC/2301/1522;B2011;TB/20/11;65;65;0;17000;2023-10
TJC/2301/1521;B2010;TB/20/10;343;352;9;130400;2023-10
TJC/2301/1519;B2009;TB/20/09;578;586;8;117800;2023-10
TJC/2301/1500;B1927;TB/19/27;123;140;17;231200;2023-10
TJC/2301/1501;B1928;TB/19/28;380;393;13;180800;2023-10
TJC/2301/1502;B1929;TB/19/29;884;889;5;80000;2023-10
TJC/2301/1503;B1930;TB/19/30;2;2;0;17000;2023-10
TJC/2301/1504;B1931;TB/19/31;89;89;0;17000;2023-10
TJC/2301/1505;B1932;TB/19/32;0;0;0;17000;2023-10
TJC/2301/1506;B1933;TB/19/33;84;84;0;17000;2023-10
TJC/2301/1507;B1934;TB/19/34;703;703;0;17000;2023-10
TJC/2301/1508;B2001;TB/20/01;"1.451,00";"1.461,00";10;143000;2023-10
TJC/2301/1510;B2002;TB/20/02;108;108;0;17000;2023-10
TJC/2301/1512;B2003;TB/20/03;986;993;7;105200;2023-10
TJC/2301/1513;B2005;TB/20/05;1;1;0;17000;2023-10
TJC/2301/1514;B2006;TB/20/06;7;7;0;17000;2023-10
TJC/2301/1516;B2007;TB/20/07;530;535;5;80000;2023-10
TJC/2301/1517;B2008;TB/20/08;991;994;3;54800;2023-10
TJC/2301/1542;B2029;TB/20/29;849;849;0;17000;2023-10
TJC/2301/1543;B2030;TB/20/30;309;309;0;17000;2023-10
TJC/2301/1545;B2031;TB/20/31;525;528;3;54800;2023-10
TJC/2301/1546;B2032;TB/20/32;45;45;0;17000;2023-10
TJC/2301/1569;B2122;TB/21/22;950;957;7;105200;2023-10
TJC/2301/1570;B2123;TB/21/23;66;66;0;17000;2023-10
TJC/2301/1571;B2125;TB/21/25;70;70;0;17000;2023-10
TJC/2301/1572;B2126;TB/21/26;165;166;1;29600;2023-10
TJC/2301/1573;B2127;TB/21/27;732;737;5;80000;2023-10
